address,seconds until unlock,distribution amount (BPTs)
0xefdcea99cdb77ec4f0a474dda114a6f84a0f3823,48465494,"1,555.834948530910000000"
0x5d2d82af3e07b5dd17b19541c4a21e51366d1a34,87757375,"1,547.094904523950000000"
0x9824697f7c12cabada9b57842060931c48dea969,89240517,"1,533.610735553490000000"
0x3cda08793efc7d056260886d43866d878c2630fa,84853526,"1,533.035425620650000000"
0xa3d06aa70d505e0435de808b386d297cf347bf31,82483501,"1,524.673117206330000000"
0x44ad5fa4d36dc37b7b83bad6ac6f373c47c3c837,86212645,"1,499.583960375950000000"
0x7c1bbfada0e2353eeb6820c64731797f63a8e571,79045516,"1,493.884571306680000000"
0x7736d00b07876bb87c4da13179a1535bbca163c9,78452372,"1,477.173595348760000000"
0x140a1773d1a44393a4dc5397285b2e0ca86dff5b,87948932,"1,461.457409686070000000"
0xe8a83b1f3ea6d27ed3837f36cbab83f43144755a,45391324,"1,435.514149748960000000"
0x1aaf5e41c2c73617bc120097547a3410caf6718a,84323400,"1,428.269980499890000000"
0x05a26d30ba09911bac14f38773ca44999104bd5b,96076016,"1,427.545502595400000000"
0x5ed4a05aa8f4c057a679c340637af7790320f052,34852319,"1,427.196929413050000000"
0xec7012d6e1037024561359c20dc818f92de56412,77314422,"1,422.852302202620000000"
0xd5dd2d695e921bf0a8da750199397c3c33b129e6,83674495,"1,419.880318185930000000"
0xbba2379f5cc9a2f248c5cf18ad72379ae2478f42,96371583,"1,415.894812513020000000"
0x881DD85238ca7a71d12e6499405c9A51A25355C6,88272644,"1,404.796208003430000000"
0x1e360bc4d5631766474d1af48e4e470c17891315,92281936,"1,400.017854639720000000"
0x34dccfae06202d1167797870679fc1fb9ef7a523,55428873,"1,380.392345535100000000"
0x6994ba66fd6789044c4ad43786cc16840d099c8a,85830609,"1,367.329852394010000000"
0x432fcd67815d5cc72808a7815a02373fdee7d740,105177016,"1,337.847109183640000000"
0x174e070920007350fa0193e0321f9bbd3984949e,100172784,"1,329.550946427340000000"
0x510d0e4def20c6bfd84f080bc424bac5c66941f4,35736053,"1,327.916530512740000000"
0x773743e9e4d124d7b79c98799da8c1e14f032080,89107183,"1,326.545095995880000000"
0x9c52dc78bd84007bf63987806f0aeeece0ef14a6,84859221,"1,291.485901211240000000"
0xc00a6614b8030ce216302016e11c6b4140b5e499,89854876,"1,287.067604431320000000"
0xe33de5c1d7a2f91149f179bd35be4ac503d2f09f,80920968,"1,274.910444393850000000"
0xe298378925d7ca64d45d5d0a88c2d6d85ceafd57,80317108,"1,270.652963480650000000"
0x4693c4fc40c93193b4d9bae0a9d0b66356e71066,85570332,"1,257.940337815320000000"
0xc5df8672232f1c2b75310e4f2b80863721705a12,106179528,"1,256.911353873190000000"
0xa1958a37c21372482deff4618baebbec23c9a449,83707706,"1,255.239211522320000000"
0x6980e09b44f5b59cc1c423afde8ba10200ae4535,21303975,"1,253.179058195140000000"
0x94cca8143fa05c42804e14e290e75bf0fb26c7b8,102016134,"1,252.957942667310000000"
0x5fb06990683e6a57ce9608702454ee55d30fb0d3,78576626,"1,251.986528739430000000"
0xcac99e3f8c56d5508b79e0d773f08c41a15152b6,78622301,"1,251.958429242350000000"
0x625e3b36d2a8bb362254fd6a6206b0b618ccdfb9,80642400,"1,251.927131064070000000"
0x62959c75b0ad2f02db9a458fadd2843cbb1a9e6e,82749057,"1,251.927131064070000000"
0x6aed19abab347eb07a2c8b264fc5c4c1b002210b,84844213,"1,251.927131064070000000"
0x7ce549b40a68a64df72981e3146e5352aeb379c3,24702221,"1,251.927131064070000000"
0x8d309de16a745c15ffa00a46da4eb3e044c54d63,33283251,"1,251.927131064070000000"
0xe070e13c4af740a93109715b0c7c2ba7c30c4ef2,78104461,"1,251.927131064070000000"
0xe5ae5aac9a19ec43abdd161e95640a1cc12ae348,97962509,"1,251.927131064070000000"
0xf2da8b05f3a9d20e3331326ee48d19a21842dfeb,98866717,"1,238.988434563400000000"
0xe6fa7a5d3538ca68b2272bcf9666faf31f274815,63995001,"1,225.585119345330000000"
0xc2f9118d721c50cf9232c45d52f4007fddef2108,82833878,"1,207.313668727380000000"
0xe3dff97e14f3a55228ed2f614114bf6b27a7677b,81714804,"1,192.493218411380000000"
0xd2276d87a3854ea6f4adc82c25e1f1ecb4e23f84,81305732,"1,165.668037392700000000"
0x68deb97e36275fe189f4d9db80e53aa96b17a04c,47665049,"1,156.478574402080000000"
0x4bf1fbc233cd6109c35a4cd9d34540173af3234c,84060375,"1,148.255806657450000000"
0x6c8e4d6f376336871821dbe369bfe444fdd1fc99,81148939,"1,138.157011984270000000"
0x4dec19003f9bb01a4c0d089605618b2d76dee30d,51102904,"1,136.986195867770000000"
0xaf4f29c256437437354dc020b57ff73b223c18e6,54811509,"1,136.118425993800000000"
0x9b52010910bbce6b2fa9a23b61551d6e365fb5e8,104478487,"1,132.603298160590000000"
0xba0c565110f65d181b9ff1d8a9f787b52857bb0c,90186012,"1,128.122012799520000000"
0xc6153e14a2340977ddfc8e4892a62253138461ce,49527830,"1,111.096531102890000000"
0xc928499a080594c8854d1a46dcae5e862acc5d08,77628412,"1,109.431624568710000000"
0x2bab943d78b02326bdb3475a202e49775c8e28c8,99716921,"1,099.003650547850000000"
0xf4c5f7a94e70072b01eaf38bd049c25a0c6fb32b,77380112,"1,065.744971533840000000"
0x5078c825e2f8a4408a6525d9dedf64618f149710,41293760,"1,061.125807432920000000"
0x5b7897a5ed54642e388b9bc470912d27f18d98ce,84944110,"1,054.380764164950000000"
0x222a227a5dc77c643e836556e573cb266998a870,62333396,"1,039.397519574680000000"
0xb0cbcc777509b0ff315392144b0e739fb443531b,83028354,"1,037.686235037720000000"
0xed51d70c30acbab4ca261057c4dd94f8942127de,87325398,"1,036.016975638380000000"
0xd1ccab6b1f4606d80106b52a4415985ab78cbb93,78000661,"1,035.326267246960000000"
0x9c19b827a3a30376dfb7607225cfeac20aed5fc9,49758428,"1,034.099777655410000000"
0x23cb399ff19d6d01f80faf0c03a0ea2288dd7b0f,84767716,"1,032.219071972550000000"
0x98a529e3488c2d44566881feab335b17b1c3b430,78048997,"1,028.332945456030000000"
0x4166205758e79d3b2a169f4c9a301e1813d89668,85107447,"1,021.079061250640000000"
0xb203df26af3666f4214661f7f903c46edf9403b0,38972967,"1,016.394451049820000000"
0xba98f27aff0d89abca4a024af8bac9b00aa67832,82103702,"1,015.032146142900000000"
0x72df07babcea92759602515d2065efb49475c97d,108485683,"1,013.860956683540000000"
0x05bdf051fd2bdd05d366ee1ae4c02733c6823cc6,78813217,"1,012.886481860070000000"
0xea4007a31d9a81c52c5a5106dfca203000e4e885,96651475,"1,010.509233443020000000"
0x403d37c861fb54b8f37a3a1870abce335954840b,87598070,"1,009.821795372480000000"
0x5bff1a68663ff91b0650327d83d4230cd00023ad,89351034,"1,004.140033479030000000"
0x1ae4f1a178abfc6b7c90da19917676b82c698e4b,85525741,"1,004.045559113390000000"
0x8a3a746b66cdb1a80a72f615bab322438c9750a0,41058585,"1,001.541704851260000000"
0xcf92641e8463f2906f664757b8b272ec24e418cb,44793198,988.631856444049000000
0x4ace9dcb1cd7d64acbac8384a5c5ae40a1697380,97698729,987.790738480794000000
0xc219cafde6855f60da76d9cacc3873fda65516e6,84705494,977.259894503050000000
0x64709afad07004beb53d76ff26c5549a84f3a583,78067047,974.572597532191000000
0x7a8eb068b008137ad2c4f3a852c55ebce132f85d,81798149,963.771915640131000000
0x763c823e2bdd66538c85736b1784031fa4d993f6,84693544,958.306382244724000000
0x14fdbab1c203b08fae40dee74ce0736e57a18a3a,81116334,948.332007383546000000
0xf3a8f29ac7e30be74ab2bce0f2d537b1a86dc76d,89892167,942.844258410310000000
0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,88793421,923.598716977964000000
0xeb0cbe40c8cdfa1838a21a031edfb401eaefc651,86253785,921.445169381120000000
0x18829e507e072af3697ed1a33a6d8d53a86f11a9,96731993,915.368273271291000000
0x258a4963c983138ead92d71aeb2a8dbfc56708ca,36061483,911.520489959223000000
0xece1477d3c350a42486d2dc802f6243e99409a41,106889950,895.729182900833000000
0x4f16ca6da7f5be5afb574082108d8631cd586423,78989537,895.409110526557000000
0x6ff8a0b19bc1275fd7e2075d4de197eb518750fc,35941095,888.328417552321000000
0xf504b2bcb9125e3d5243460999668d79f38f9647,78632946,879.612816358717000000
0x6ce699e7b3968fd238a99f2dccf104cba99f9b9f,86243493,863.168837724727000000
0x2943ff6c095aa1811c8b15a0ae8fbed70b2ac589,89398023,860.279204799427000000
0x303f2d38ab911296deca9dc19968a854d9cbcadc,101312771,850.676112816856000000
0x63b4b9081e9eff9498421998913702c350f0a09c,89397712,848.906370090091000000
0x4b887546c27b2df2e152fd2d2dd93030706d2363,42153074,844.356971790534000000
